n,time
64,78184492
128,71590911
256,78323377
512,69958054
1024,76173667
2048,72479001
4096,69254237
8192,67254625
16384,66586143
32768,71611090
65536,67101359
131072,64799064
262144,68339152
524288,65073323
1048576,62779995
2097152,62905376
4194304,65159715
8388608,66233656
16777216,66629215
33554432,65549148
67108864,79863068
134217728,90789348
268435456,67060989
