n,time
64,78413295
128,71305918
256,78053796
512,69765380
1024,76794305
2048,72068967
4096,68879489
8192,67576515
16384,67683500
32768,71113836
65536,67133358
131072,64641416
262144,67691632
524288,64713062
1048576,63081623
2097152,62571342
4194304,65234009
8388608,66117851
16777216,67182023
33554432,65416909
67108864,79585405
134217728,90810015
268435456,66943288
