n,time
2496,5354
2497,5353
2498,5329
2499,5338
2500,5332
2501,5339
2502,5335
2503,5298
2504,5357
2505,5365
2506,5334
2507,5328
2508,5331
2509,5337
2510,5358
2511,5313
2512,5320
2513,5327
2514,5281
2515,5347
2516,5346
2517,5336
2518,5336
2519,6259
2520,5296
2521,5328
2522,5343
2523,5347
2524,5334
2525,5325
2526,5334
2527,5358
2528,5266
2529,5331
2530,5304
2531,5227
2532,5295
2533,5338
2534,5352
2535,5333
2536,5340
2537,5357
2538,5339
2539,5346
2540,5272
2541,5342
2542,5376
2543,5359
2544,5341
2545,5330
2546,5334
2547,5354
2548,5290
2549,6096
2550,6139
2551,5327
2552,5335
2553,5323
2554,5296
2555,5333
2556,5358
2557,5341
2558,5352
2559,5343
2560,5336
2561,5362
2562,5349
2563,5440
2564,5369
2565,5342
2566,5337
2567,5291
2568,5327
2569,5327
2570,5288
2571,5341
2572,5357
2573,5369
2574,5326
2575,5335
2576,5327
2577,5351
2578,5325
2579,5331
2580,5332
2581,5333
2582,5328
2583,5331
2584,5333
2585,5337
2586,5299
2587,5295
2588,5349
2589,5328
2590,5340
2591,5333
2592,5332
2593,5353
2594,5329
2595,5338
2596,5331
2597,5336
2598,5337
2599,5341
2600,5361
2601,5372
2602,5333
2603,5342
2604,5292
2605,5335
2606,5349
2607,5335
2608,5343
2609,5367
2610,5341
2611,5288
2612,5300
2613,5337
2614,5322
2615,5339
2616,5362
2617,5366
2618,5320
2619,5345
2620,5326
2621,5335
2622,5359
2623,5331
2624,5395
2625,5338
2626,5334
2627,5330
2628,5341
2629,5329
2630,5332
2631,5327
2632,5362
2633,5328
2634,5239
2635,5329
2636,5215
2637,5340
2638,5353
2639,5348
2640,5343
2641,5360
2642,5330
2643,5340
2644,5327
2645,5333
2646,5542
2647,5290
2648,5351
2649,5361
2650,5337
2651,5347
2652,5336
2653,5334
2654,5334
2655,5335
2656,5325
2657,5329
2658,5334
2659,5331
2660,5348
2661,5325
2662,5346
2663,5317
2664,5336
2665,5326
2666,5348
2667,5347
2668,5328
2669,5336
2670,5348
2671,5301
2672,5330
2673,5278
2674,5385
2675,5369
2676,5335
2677,5334
2678,5337
2679,5331
2680,5328
2681,5330
2682,5395
2683,5319
2684,5336
2685,5307
2686,5331
2687,5349
2688,5330
2689,5333
2690,5325
2691,5335
2692,5329
2693,5331
2694,5330
2695,5352
2696,5336
2697,5330
2698,5353
2699,5285
2700,5338
2701,5293
2702,5328
2703,5353
2704,5350
2705,5329
2706,5336
2707,5278
2708,5349
2709,5265
2710,5332
2711,5309
2712,5344
2713,5362
2714,5330
2715,5335
2716,5327
2717,5365
2718,5330
2719,5336
2720,5325
2721,5331
2722,5360
2723,5303
2724,5361
2725,5339
2726,5333
2727,5334
2728,5332
2729,5352
2730,5346
2731,5377
2732,5349
2733,5353
2734,5345
2735,5276
2736,5336
2737,5326
2738,5359
2739,5342
2740,5347
2741,5353
2742,5337
2743,5363
2744,5375
2745,5329
2746,5339
2747,5327
2748,5333
2749,5329
2750,5350
2751,5338
2752,5361
2753,5337
2754,5357
2755,5341
2756,5347
2757,5326
2758,5334
2759,5331
2760,5336
2761,5324
2762,5344
2763,5358
2764,5332
2765,5390
2766,5360
2767,5365
2768,5331
2769,5336
2770,5334
2771,5331
2772,5324
2773,5347
2774,5289
2775,5329
2776,5297
2777,5339
2778,5332
2779,5332
2780,5336
2781,5326
2782,5336
2783,5345
2784,5349
2785,5333
2786,5366
2787,5327
2788,5333
2789,5324
2790,5425
2791,5332
2792,5334
2793,5348
2794,6808
2795,5282
2796,5347
2797,5329
2798,5676
2799,5327
2800,5270
2801,5349
2802,5330
2803,5328
2804,5349
2805,5322
2806,5304
2807,5358
2808,5343
2809,5329
2810,5328
2811,5327
2812,5331
2813,5347
2814,5329
2815,5331
2816,5327
2817,5347
2818,5333
2819,7031
2820,5350
2821,5357
2822,5324
2823,5336
2824,5346
2825,5328
2826,5329
2827,5301
2828,5345
2829,5342
2830,5328
2831,5328
2832,5330
2833,5340
2834,5353
2835,5355
2836,5345
2837,5269
2838,5328
2839,5343
2840,5328
2841,5331
2842,5349
2843,5311
2844,5342
2845,5365
2846,5333
2847,5343
2848,5349
2849,5339
2850,5330
2851,5333
2852,5331
2853,5343
2854,5315
2855,5322
2856,5349
2857,5328
2858,5263
2859,5331
2860,5329
2861,5328
2862,5301
2863,5360
2864,5371
2865,5355
2866,5330
2867,5317
2868,5302
2869,5301
2870,5354
2871,5332
2872,5341
2873,5352
2874,5336
2875,5336
2876,5385
2877,5334
2878,5351
2879,5338
2880,5338
2881,5327
2882,5317
2883,5309
2884,5329
2885,5296
2886,5331
2887,5347
2888,5328
2889,5330
2890,5329
2891,5323
2892,5304
2893,5328
2894,5351
2895,5335
2896,5454
2897,5330
2898,5331
2899,5337
2900,5325
2901,5332
2902,5330
2903,5328
2904,5339
2905,5330
2906,5334
2907,5327
2908,5328
2909,5330
2910,5332
2911,5328
2912,5299
2913,5332
2914,5322
2915,5367
2916,5352
2917,5328
2918,5356
2919,5361
2920,5373
2921,5355
2922,5281
2923,5331
2924,5341
2925,5346
2926,5252
2927,5328
2928,5336
2929,5337
2930,5339
2931,5354
2932,5356
2933,5344
2934,5355
2935,5286
2936,5292
2937,5339
2938,5342
2939,5340
2940,5331
2941,5325
2942,5351
2943,5335
2944,5333
2945,5336
2946,5330
2947,5339
2948,5324
2949,5340
2950,5329
2951,5338
2952,5336
2953,5375
2954,5371
2955,5344
2956,5268
2957,5359
2958,5285
2959,5340
2960,5351
2961,5340
2962,5335
2963,5327
2964,5340
2965,5334
2966,5328
2967,5328
2968,5331
2969,5331
2970,5331
2971,5337
2972,5331
2973,5326
2974,5337
2975,5328
2976,5329
2977,5325
2978,5261
2979,5333
2980,5287
2981,5333
2982,5356
2983,5350
2984,5340
2985,5336
2986,5329
2987,5339
2988,5343
2989,5363
2990,5383
2991,5328
2992,5335
2993,5325
2994,5327
2995,5340
2996,5329
2997,5329
2998,5328
2999,5331
3000,5328
3001,5345
3002,5307
3003,5306
3004,5353
3005,5338
3006,5338
3007,5327
3008,5333
3009,5357
3010,5329
3011,5338
3012,5324
3013,5334
3014,5334
3015,5325
3016,5332
3017,5325
3018,5338
3019,5325
3020,5329
3021,5332
3022,5325
3023,5328
3024,5330
3025,5335
3026,5324
3027,5286
3028,5360
3029,5332
3030,5336
3031,5303
3032,5349
3033,5333
3034,5371
3035,5342
3036,5359
3037,5332
3038,5331
3039,5330
3040,5352
3041,5261
3042,5326
3043,5270
3044,5331
3045,5358
3046,5326
3047,5345
3048,5353
3049,5329
3050,5342
3051,5423
3052,5341
3053,5326
3054,5337
3055,5325
3056,5331
3057,5327
3058,5332
3059,5325
3060,5333
3061,5335
3062,5331
3063,5333
3064,5293
3065,5353
3066,5333
3067,5334
3068,5331
3069,5326
3070,5348
3071,5313
3072,5303
3073,5206
3074,5333
3075,5350
3076,5335
3077,5358
3078,5434
3079,5361
3080,5372
3081,5407
3082,5353
3083,5346
3084,5355
3085,5325
3086,5340
3087,5333
3088,5331
3089,5341
3090,5340
3091,5333
3092,5342
3093,5329
3094,5329
3095,5285
3096,5326
3097,5356
3098,5354
3099,5326
3100,5337
3101,5346
3102,5559
3103,5350
3104,5328
3105,5351
3106,5338
3107,5378
3108,5314
3109,5354
3110,5447
3111,5976
3112,5333
3113,5335
3114,5332
3115,5329
3116,5334
3117,5330
3118,5339
3119,5333
3120,5335
3121,5333
3122,5325
3123,5331
3124,5329
3125,5329
3126,5333
3127,5328
3128,5315
3129,5285
3130,5292
3131,5390
3132,5340
3133,5341
3134,5331
3135,5339
3136,5335
3137,5336
3138,5333
3139,5332
3140,5343
3141,5331
3142,5343
3143,5326
3144,5337
3145,5332
3146,5333
3147,5325
3148,5329
3149,5325
3150,5343
3151,5317
3152,5358
3153,5337
3154,5329
3155,5338
3156,5327
3157,5332
3158,5326
3159,5343
3160,5302
3161,5677
3162,5354
3163,5363
3164,5353
3165,5338
3166,5336
3167,5340
3168,5334
3169,5285
3170,5327
3171,5312
3172,5354
3173,5331
3174,5333
3175,5327
3176,5355
3177,5336
3178,5332
3179,6038
3180,5330
3181,5354
3182,5353
3183,5325
3184,5352
3185,5367
3186,5331
3187,5269
3188,5330
3189,5334
3190,5343
3191,5298
3192,5288
3193,5320
3194,5343
3195,5328
3196,5344
3197,5329
3198,5327
3199,5331
3200,5325
3201,5337
3202,5327
3203,5351
3204,5448
3205,5356
3206,5364
3207,5275
3208,5305
3209,5339
3210,5322
3211,5323
3212,5352
3213,5332
3214,5366
3215,5361
3216,5319
3217,5356
3218,5326
3219,5337
3220,5332
3221,5328
3222,5330
3223,5332
3224,5323
3225,5355
3226,5329
3227,5332
3228,5325
3229,5332
3230,5327
3231,5335
3232,5326
3233,5330
3234,5332
3235,5305
3236,5276
3237,5342
3238,5326
3239,5332
3240,5327
3241,5328
3242,5333
3243,5331
3244,5316
3245,5305
3246,5362
3247,5357
3248,5329
3249,5338
3250,5322
3251,5312
3252,5318
3253,5350
3254,5332
3255,5341
3256,5326
3257,5336
3258,5367
3259,5327
3260,5334
3261,5343
3262,5366
3263,5354
3264,5799
3265,5357
3266,5340
3267,5337
3268,5336
3269,5346
3270,5308
3271,5338
3272,5355
3273,5339
3274,5338
3275,5333
3276,5342
3277,5355
3278,5323
3279,5357
3280,5347
3281,5375
3282,5335
3283,5348
3284,5337
3285,5325
3286,5306
3287,5333
3288,5355
3289,5334
3290,5339
3291,5327
3292,5298
3293,5343
3294,5333
3295,5328
3296,5325
3297,5319
3298,5314
3299,5297
3300,5296
3301,5312
3302,5352
3303,5331
3304,5337
3305,5327
3306,5295
3307,5347
3308,5342
3309,5332
3310,5344
3311,5339
3312,5351
3313,5330
3314,5351
3315,5325
3316,5340
3317,5354
3318,5330
3319,5338
3320,5331
3321,5340
3322,5293
3323,5328
3324,5354
3325,5354
3326,5330
3327,5328
3328,5322
3329,5356
3330,5330
3331,5334
3332,5319
3333,5350
3334,5328
3335,5330
3336,5353
3337,5363
3338,5358
3339,5315
3340,5297
3341,5326
3342,5272
3343,5295
3344,5359
3345,5331
3346,5340
3347,5329
3348,5299
3349,5353
3350,5331
3351,5331
3352,5289
3353,5351
3354,5329
3355,5328
3356,5271
3357,5330
3358,5274
3359,5254
3360,5330
3361,5323
3362,5318
3363,5348
3364,5332
3365,5346
3366,5335
3367,5333
3368,5325
3369,5328
3370,5349
3371,5295
3372,5349
3373,5332
3374,5343
3375,5330
3376,5317
3377,5302
3378,5185
3379,5348
3380,6057
3381,5335
3382,5324
3383,5334
3384,5333
3385,5339
3386,5326
3387,5334
3388,5326
3389,5341
3390,5331
3391,5325
3392,5338
3393,5328
3394,5322
3395,5329
3396,5347
3397,5251
3398,5337
3399,5325
3400,5345
3401,5277
3402,5332
3403,5341
3404,5336
3405,5339
3406,5329
3407,5335
3408,5326
3409,5330
3410,5332
3411,5325
3412,5343
3413,5337
3414,5325
3415,5332
3416,5346
3417,5253
3418,5330
3419,5249
3420,5329
3421,5346
3422,5326
3423,5339
3424,5371
3425,5293
3426,5333
3427,5350
3428,5346
3429,5358
3430,5345
3431,5331
3432,5997
3433,5349
3434,5267
3435,5358
3436,5353
3437,5340
3438,5336
3439,5344
3440,5336
3441,5325
3442,5335
3443,5363
3444,5337
3445,5326
3446,5328
3447,5326
3448,5341
3449,5326
3450,5348
3451,5278
3452,5355
3453,5365
3454,5329
3455,5331
3456,5332
3457,5344
3458,5327
3459,5343
3460,5329
3461,5341
3462,5356
3463,5362
3464,5360
3465,5326
3466,5336
3467,5342
3468,5334
3469,5326
3470,5334
3471,5326
3472,5370
3473,5335
3474,5326
3475,5333
3476,5339
3477,5275
3478,5336
3479,5250
3480,5330
3481,5351
3482,5330
3483,5335
3484,5326
3485,5330
3486,5325
3487,5334
3488,5330
3489,5352
3490,5343
3491,5360
3492,5328
3493,5328
3494,5334
3495,5330
3496,5324
3497,5327
3498,5323
3499,5333
3500,5324
3501,5353
3502,5334
3503,5325
3504,5269
3505,5299
3506,5325
3507,5262
3508,5331
3509,5515
3510,5328
3511,5341
3512,5337
3513,5585
3514,5354
3515,5362
3516,5341
3517,5336
3518,5332
3519,5343
3520,5329
3521,5327
3522,5330
3523,5372
3524,5343
3525,5351
3526,5336
3527,5340
3528,5327
3529,5335
3530,5342
3531,5325
3532,5326
3533,5327
3534,5599
3535,5338
3536,5355
3537,5331
3538,5335
3539,5332
3540,5326
3541,5330
3542,5339
3543,5332
3544,5327
3545,5345
3546,5336
3547,5333
3548,5326
3549,5349
3550,5333
3551,5343
3552,5339
3553,5328
3554,5325
3555,5360
3556,5342
3557,5304
3558,5333
3559,5341
3560,5332
3561,5326
3562,5339
3563,5329
3564,5333
3565,5324
3566,5336
3567,5341
3568,5330
3569,5327
3570,5349
3571,5340
3572,5382
3573,5333
3574,5330
3575,5335
3576,5328
3577,5343
3578,5336
3579,5326
3580,5334
3581,5328
3582,5344
3583,5382
3584,5339
3585,5335
3586,5330
3587,5324
3588,5332
3589,5260
3590,5353
3591,5349
3592,5332
3593,5329
3594,5344
3595,5329
3596,5325
3597,5330
3598,5325
3599,5331
3600,5330
3601,5336
3602,5339
3603,5331
3604,5326
3605,5333
3606,5343
3607,5332
3608,5327
3609,5337
3610,5337
3611,5331
3612,5325
3613,5336
3614,5330
3615,5325
3616,5327
3617,5345
3618,5330
3619,5332
3620,5334
3621,5324
3622,5335
3623,5336
3624,5327
3625,5323
3626,5331
3627,5338
3628,5339
3629,5333
3630,5338
3631,5338
3632,5346
3633,5346
3634,5254
3635,5335
3636,5250
3637,5360
3638,5358
3639,5366
3640,5336
3641,5337
3642,5339
3643,5335
3644,5341
3645,5332
3646,5338
3647,5343
3648,5328
3649,5346
3650,5348
3651,5340
3652,5330
3653,5344
3654,5350
3655,5332
3656,5329
3657,5332
3658,5330
3659,5327
3660,5326
3661,5333
3662,5328
3663,5354
3664,5336
3665,5331
3666,5361
3667,5362
3668,5378
3669,5341
3670,5280
3671,5327
3672,5370
3673,5342
3674,5337
3675,5326
3676,5331
3677,5348
3678,5327
3679,5325
3680,5332
3681,5345
3682,5336
3683,5333
3684,5337
3685,5345
3686,5335
3687,5327
3688,5345
3689,5340
3690,5339
3691,5331
3692,5345
3693,5368
3694,5355
3695,5333
3696,5342
3697,5338
3698,5328
3699,5374
3700,5350
3701,5325
3702,5332
3703,5349
3704,5343
3705,5351
3706,5333
3707,5259
3708,5346
3709,5336
3710,5370
3711,5915
3712,5347
3713,5334
3714,5345
3715,5333
3716,5328
3717,5363
3718,5358
3719,5337
3720,5335
3721,5332
3722,5335
3723,5338
3724,5336
3725,5234
3726,5353
3727,5337
3728,5338
3729,5323
3730,5339
3731,5334
3732,5333
3733,5332
3734,5331
3735,5323
3736,5338
3737,5334
3738,5363
3739,5369
3740,5337
3741,5335
3742,5325
3743,5342
3744,5357
3745,5327
3746,5343
3747,5334
3748,5355
3749,5328
3750,5363
3751,5332
3752,5337
3753,5325
3754,5344
3755,5338
3756,5357
3757,5341
3758,5365
3759,5340
3760,5350
3761,5359
3762,5381
3763,5331
3764,5344
3765,5423
3766,5350
3767,5353
3768,5336
3769,5351
3770,5357
3771,5333
3772,5337
3773,5354
3774,5333
3775,5339
3776,5353
3777,5335
3778,5350
3779,5335
3780,5364
3781,5312
3782,5348
3783,5366
3784,5359
3785,5344
3786,5351
3787,5377
3788,5374
3789,5344
3790,5311
3791,5337
3792,5344
3793,5359
3794,5346
3795,5339
3796,5352
3797,5354
3798,5344
3799,5338
3800,5361
3801,5330
3802,5342
3803,5326
3804,5378
3805,5363
3806,5368
3807,5338
3808,5362
3809,5345
3810,5351
3811,5406
3812,5365
3813,5347
3814,5355
3815,5362
3816,5365
3817,5361
3818,5342
3819,5349
3820,5360
3821,5337
3822,5381
3823,6715
3824,7105
3825,5886
3826,5346
3827,5360
3828,5342
3829,5334
3830,5338
3831,5319
3832,5336
3833,5357
3834,5335
3835,5334
3836,5344
3837,5282
3838,5330
3839,5356
3840,5359
3841,5343
3842,5328
3843,5333
3844,5351
3845,5288
3846,5331
3847,5277
3848,5341
3849,5366
3850,5333
3851,5335
3852,5331
3853,5333
3854,5352
3855,5309
3856,5336
3857,5278
3858,5331
3859,5348
3860,5346
3861,5334
3862,5355
3863,5254
3864,5334
3865,5331
3866,5331
3867,5328
3868,5350
3869,5303
3870,5356
3871,5368
3872,5328
3873,5327
3874,5335
3875,5349
3876,5356
3877,5332
3878,5335
3879,5336
3880,5334
3881,5367
3882,5819
3883,5299
3884,5336
3885,5361
3886,5332
3887,5333
3888,5335
3889,5338
3890,5339
3891,5333
3892,5332
3893,5328
3894,5332
3895,5354
3896,5303
3897,5331
3898,5299
3899,5333
3900,5349
3901,5333
3902,5339
3903,5338
3904,5336
3905,5328
3906,5342
3907,5352
3908,5271
3909,5335
3910,5352
3911,5333
3912,5347
3913,5357
3914,5334
3915,5642
3916,7028
3917,6540
3918,5355
3919,5333
3920,5349
3921,5318
3922,5267
3923,5319
3924,5347
3925,5329
3926,5336
3927,5325
3928,5352
3929,5352
3930,5342
3931,5332
3932,5350
3933,5323
3934,5330
3935,5283
3936,5276
3937,5350
3938,5327
3939,5337
3940,5338
3941,5320
3942,5352
3943,5330
3944,5343
3945,5328
3946,5350
3947,5319
3948,5327
3949,5365
3950,5332
3951,5339
3952,5327
3953,5352
3954,5356
3955,5354
3956,5346
3957,5330
3958,5254
3959,5347
3960,5334
3961,5260
3962,5335
3963,5349
3964,5335
3965,5339
3966,5329
3967,5331
3968,5351
3969,5277
3970,5331
3971,5289
3972,5328
3973,5347
3974,5328
3975,5330
3976,5329
3977,5333
3978,5328
3979,5387
3980,5334
3981,5343
3982,5345
3983,5334
3984,5346
3985,5307
3986,5336
3987,5309
3988,5357
3989,5405
3990,5345
3991,5348
3992,5329
3993,5332
3994,5329
3995,5317
3996,5334
3997,5348
3998,5333
3999,5331
4000,5326
4001,5330
4002,5361
4003,5294
4004,5380
4005,5297
4006,5329
4007,5359
4008,5334
4009,5333
4010,5333
4011,5338
4012,5353
4013,5281
4014,5360
4015,5345
4016,5336
4017,5338
4018,5330
4019,5332
4020,5328
4021,5347
4022,5326
4023,5330
4024,5349
4025,5313
4026,5332
4027,5275
4028,5328
4029,5347
4030,5329
4031,5335
4032,5328
4033,5331
4034,5330
4035,5339
4036,5207
4037,5352
4038,5328
4039,5336
4040,5340
4041,5272
4042,5329
4043,5342
4044,5330
4045,5336
4046,5329
4047,5335
4048,5348
4049,5290
4050,5350
4051,5329
4052,5336
4053,5339
4054,5331
4055,5333
4056,5329
4057,5327
4058,5346
4059,5279
4060,5320
4061,5354
4062,5331
4063,5342
4064,5366
4065,5380
4066,5340
4067,5312
4068,5330
4069,5345
4070,5336
4071,5374
4072,5347
4073,5328
4074,5344
4075,5345
4076,5348
4077,5329
4078,5284
4079,5331
4080,5345
4081,5337
4082,5361
4083,5408
4084,5333
4085,5336
4086,5329
4087,5343
4088,5326
4089,5347
4090,5296
4091,5329
4092,5315
4093,5333
4094,5303
4095,5340
4096,5346
4097,5327
4098,5339
4099,5327
4100,5387
4101,5333
4102,5330
4103,5334
4104,5335
4105,5346
4106,5793
4107,5352
4108,5346
4109,5350
4110,5274
4111,5348
4112,5343
4113,5342
4114,5335
4115,5352
4116,5304
4117,5336
4118,5346
4119,5331
4120,5332
4121,5327
4122,5330
4123,5347
4124,5305
4125,5329
4126,5349
4127,5339
4128,5334
4129,5333
4130,5314
4131,5320
4132,5349
4133,5328
4134,5347
4135,5332
4136,5326
4137,5292
4138,5327
4139,5374
4140,5331
4141,5330
4142,5343
4143,5332
4144,5331
4145,5354
4146,5355
4147,5297
4148,5338
4149,5277
4150,5333
4151,5348
4152,5348
4153,5312
4154,5363
4155,5339
4156,5346
4157,5330
4158,5330
4159,5327
4160,5333
4161,5325
4162,5332
4163,5326
4164,5277
4165,5367
4166,5329
4167,5365
4168,5342
4169,5336
4170,5325
4171,5342
4172,5628
4173,5335
4174,5337
4175,5321
4176,5349
4177,5329
4178,5335
4179,5339
4180,5351
4181,5331
4182,5343
4183,5333
4184,5348
4185,5306
4186,5304
4187,5294
4188,5331
4189,5244
4190,5328
4191,5355
4192,5335
4193,5335
4194,5326
4195,5354
4196,5334
4197,5330
4198,5325
4199,5354
4200,5349
4201,5354
4202,5333
4203,5335
4204,5332
4205,5335
4206,5360
4207,5324
4208,5334
4209,5324
4210,5331
4211,5325
4212,5305
4213,5310
4214,5338
4215,5357
4216,5341
4217,5352
4218,5416
4219,5344
4220,5327
4221,5291
4222,5260
4223,5347
4224,5493
4225,5378
4226,5345
4227,5389
4228,5353
4229,5363
4230,5358
4231,5261
4232,5352
4233,5336
4234,5251
4235,5351
4236,5340
4237,5370
4238,5848
4239,5369
4240,5334
4241,5331
4242,5361
4243,5367
4244,5357
4245,5341
4246,5343
4247,5328
4248,5329
4249,5759
4250,5330
4251,5340
4252,5358
4253,5353
4254,5342
4255,5343
4256,5343
4257,5308
4258,5356
4259,5341
4260,5367
4261,5352
4262,5351
4263,5771
4264,7180
4265,5341
4266,5313
4267,5328
4268,5331
4269,5332
4270,5330
4271,5345
4272,5329
4273,5325
4274,5319
4275,5310
4276,5335
4277,5336
4278,5344
4279,5328
4280,5325
4281,5325
4282,5329
4283,5329
4284,5343
4285,5353
4286,5356
4287,5326
4288,5464
4289,5848
4290,5350
4291,5338
4292,5414
4293,5359
4294,5377
4295,5285
4296,5464
4297,5352
4298,5385
4299,5347
4300,5411
4301,5449
4302,5276
4303,5304
4304,5335
4305,5385
4306,5361
4307,5489
4308,5340
4309,5303
4310,5401
4311,5330
4312,5336
4313,5370
4314,5280
4315,5314
4316,5329
4317,5289
4318,5327
4319,5363
4320,5331
4321,5355
4322,5327
4323,5327
4324,5314
4325,5332
4326,5361
4327,5313
4328,5371
4329,5342
4330,5330
4331,5367
4332,5397
4333,5286
4334,5291
4335,5331
4336,5355
4337,5330
4338,5321
4339,5332
4340,5349
4341,5333
4342,5381
4343,5330
4344,5536
4345,5354
4346,5582
4347,5340
4348,5363
4349,5353
4350,5380
4351,5369
4352,5572
4353,5384
4354,5465
4355,5329
4356,5358
4357,5411
